full_text,Stance
Hey Sanjay Can please enlighten ignorance MBA graduate earn & amp pay tax say Jobs,Congress
v Again Former CM Appointed As Delhi Chief,Congress
Unscripted You get carry away expose misogyny elitism Amount knowledge conveyed Low Amount hatred conveyed High,Congress
JD Congress may fall Lok Sabha election 2019,Congress
Sharad Pawar unites seat share Maharashtra,Congress
SharadPawar unites seat share Maharashtra,Congress
What Michel role afale deal Modi asks ahul,Congress
National Commission Women issue notice president ahul Gandhi derogatory remark Defence Minister NCW chairperson ekha Sharma say `` The statement pathetic sexist & amp misogynistic '',Congress
farmer rally kick 2019 LS campaign,Congress
It 's time usher another Green evolution say,Congress
Quota upper caste poor fine bill timing suspect Congress,Congress
Ask question ahul Gandhi,Congress
UPA prime ministeral candidate ahul Gandhi get income tax notice,Congress
I request medium channel interview ahul Gandhi future prime ministeral candidate,Congress
Congress chief PM Be Man buredin anewala hai Congress ko,Congress
Whether win whatever implication might economically socially go back electorate proudly claim believe unlike `` selective '' Vikas Congress,Congress
With due respect Mr ahul G Stop sing afale afale And start gain faith janta give good fight 2019 election,Congress
force support bill vote,Congress
Congress answer leader party shout ( afale deal ) connection Michel,Congress
How ( eview ),Congress
Twitter Buzz Network visualization Trending topic About nationwide strike call 10 central trade union ( top 60 tweet ) Top 10 contributor tag,Congress
Congress Will Waive Farm Loans If Voted To Power In 2019 ahul Gandhi,Congress
This ahul Gandhi protest fuel price Karnataka May 2018 ahul Gandhi JDS Govt increase,Congress
campaign LIVE 10 % quota response Congress ' lie say h,Congress
I feel visionary full research young adorable personality like power attract crowd give power campaign,Congress
Congress Will Waive Farm Loans If Voted To Power In 2019 ahul Gandhi,Congress
follow get slap `` follow flop `` follow send jail I strongly recommend Virendra follow till help,Congress
Who guardian 's enemy India,Congress
Congress answer leader party shout ( afale deal ) connection Michel say 'This 'chowkidar ' canot bought scar pick wrongdoer even darknes ',Congress
campaign LIVE 10 % quota response Congress ' lie say,Congress
To screw extension 2 day vote time waste tactic,Congress
slam block,Congress
cheat chose bajrang Bali,Congress
table let see vote favor,Congress
May mock scheme many dont wana slave work others wana run,Congress
May mock scheme many dont wana slave work others wana run,Congress
scam earn 22 billion $,Congress
want government cancel sign investment meet,Congress
Glimpse Lok Sabha election fever Markets deck kite carry image PM & amp occasion,Congress
ahul lend ear farmer ' woe eye,Congress
Shame want India burn let pl suffer & amp die get political advantage f,Congress
Unemployment corruption rape communalism increase country people country choose Congress 2019 UPA form government,Congress
Congress win,Congress
| With 's personal rating still high 's ability take presiden,Congress
aid poor among left 70 year,Congress
Who guardian 's enemy India,Congress
Simple Question 's answer decide India go future Who PM 2k19,Congress
Gets US FDA Nod For Mental Disorder Drug Lurasidone Hydrochloride Sh Dilip ji Its request provide free drug aid mental disorder,Congress
eaction After Pass In Lok Sabha Today,Congress
As draw near battle Andhra Pradesh heat YS Congress Chief Y S Jaganmohan eddy slat complete 3 500 km padayatra Srikakulam,Congress
abstains vote favour pas want vote vote bill,Congress
Yes 323 Thanks,Congress
No matter friend support say TDP congress pre pol aliance AP election surely card Naidu take time prepare cadre No one l go extent dont idea pre pol,Congress
Meeting upcoming 18 Panchmahal Loksabha election 2019 Sehra legislative assembly & amp Kalol legislative assembly ji ji ji,Congress
2019 election get near My dear friend please keep watch start visit temp,Congress
2019 election get near My dear friend please keep watch start visit temple soon Every day Sunday Congis,Congress
Delhi Andhra Pradesh Chief Minister meet Congress President,Congress
So extend day date 's announce Any idea held,Congress
blew away lie answer question It pity ca n't understand anwers number may need tutor tutor want continue lie,Congress
Yesss 's push button toy ( jet ) Papu pas ho gaya Beware Modiji,Congress
CM appeal people vote Congress party His warn come even speculation r,Congress
CM appeal people vote Congress party His warn come even speculation rife party may form alliance Congress,Congress
Shame want India burn let pl suffer & amp die get political advantage f,Congress
This exactly Congress want save poor win election,Congress
Congress President ahul Gandhi address farmer rally tomorrow,Congress
may pandit & amp rich rest rich poor need else need,Congress
may pandit & amp rich rest rich poor need else need split longer want call split country,Congress
Clearly tweet Narendra Modi receive lesser like retwets tweet The gap start around 6 month back increase irrespective fact Mr Modi 4 time follower,Congress
KC 's Congress ival Vanteru Join T S,Congress
| Will SP BSP regret leave Congress Amitabh Tiwari (,Congress
| Will SP BSP regret leave Congress Amitabh Tiwari ( ) break number ead,Congress
Telangana Congress asks ahul Gandhi Pick CLP Leader,Congress
Congress challenge AP Sanjay Singh,Congress
Congress challenge AP Sanjay Singh,Congress
Transforming India agrarian base economy private player base economy,Congress
ajasthan Congress talk 6 Lok Sabha seat,Congress
We share two three seat party Ghulam Nabi Azad,Congress
Congress state unit take feedback six Lok Sabha seat Jaipur,Congress
Congress state unit take feedback six Lok Sabha seat Jaipur,Congress
How investor worried stock market return due upcoming Please let u know special coverage mutual fund strategy small investor,Congress
,Congress
AP irrelevant want win 7 Lok Sabha seat Delhi Sheila Dikshit Indian National Congress,Congress
| How SP BSP forgave could forget past suffer Congress,Congress
See one ruin entire nation Behno aur Bhayio tell,Congress
advisor ask follow Goebbels Policy afael Please check whether issue worth There well issue could give result policy,Congress
Congress Left Out ead More,Congress
92 crore peanut goon Scum stole trillion,Congress
Sir Get rid Swine flu soon We 've kill dangerous virus Congress & amp Thagbandhan enough cure & amp doctor eradicate ailment Chronic Congresitis Get Well Soon,Congress
Key Takeaways From YS Jagans Federal Front Formation Meet The Times24,Congress
Oh small change We big thief loot Nehruvian Italian Cong scum stash $ trillion 61 terrible year Can one beat,Congress
People short memory We saw MP ajasthan & amp Chatisgarh election People forgot dark day congress aj,Congress
The regional party visible desperate coalition make tough Congress It also lead opportunistic alliance post across spectrum,Congress
Y income tax dept react information share Seems like Benami Informant Scheme Papers,Congress
Miss Teen 2019 Upper Toralba Cebu Sir Chief Mr ichard Yap,Congress
Miss Teen 2019 Upper Toralba Cebu Sir Chief Mr ichard Yap Cto,Congress
Bua Bhatija front South Federal Front fall AIM chief Asadudin Owaisi take jibe Andhra Pradesh Chief Minister TDP alliance East India Company 2018,Congress
In Election year Congress leave opportunity peddle lie convert full fledge Propaganda It,Congress
| How SP BSP forgave could forget past suffer Congress By Amitabh Tiwari ( ) ead,Congress
People short memory We saw MP ajasthan & amp Chatisgarh election People forgot dark day congress aj Here old act brilliant remind consequence dont vote wisely,Congress
Orissa Congress work president resigns party join BJD ahul Gandhi 's visit state via,Congress
Odisha Congress Working President quits party join BJD,Congress
Congress ' candidate list Kerala Lok Sabha poll finalize Feb 20,Congress
MLA Naba Das resigns primary membership Congress post Working President say joi,Congress
So late go soon India see since 2014,Congress
Forgiveness virtue brave Follow,Congress
Funny definitely true,Congress
espectd sir one person eagerly wait see Aap ki adalat If opposition leader President & amp expect prime minister candidate,Congress
MLA Naba Das resigns primary membership Congress post Working President say join BJD development constituency qualm PC chief Niranjan Patnaik Das likely join BJD Jan 24,Congress
MLA Naba Das resigns primary membership Congress post Working President say join BJD development constituency qualm PC chief Niranjan Patnaik Das likely join BJD Jan 24,Congress
MLA Naba Das resigns primary membership Congress post Working President say join BJD development constituency qualm PC chief Niranjan Patnaik Das likely join BJD Jan 24,Congress
Gandhi 's Skip Mamata 's Mega Opposition ally,Congress
I question call `` Papu '' Who real `` Papu '' ahul win next election,Congress
right say next As mention name It may anybody Oh Just second even UP Oho even come UP Yeah right,Congress
One amoung u u Ji AIC President Ji,Congress
So n't pair Congress,Congress
ahul Sonia skip Mamata 's opposition rally,Congress
way Sarkar snatch India If ignore Indian And start zero Not single citizen get piece cake,Congress
fact fact ca n't run away mimic trend quiet time far let see pl judge Download TOI ap,Congress
every responsible citizen country must watch Dont question people safeguard Shifuji v ahul Gandhi // answer surgical strike /shifuji v ahu via,Congress
What would happen ahul Gandhi becomes PM,Congress
What Is Or regional satrap minus Congress Or much like 2014,Congress
In Election year Congress leave opportunity peddle lie convert full fledge Propaganda It duty Well Wishers keep root Propoganda 's,Congress
Sharad Pawar denies seat share MNS form alliance Congress,Congress
Shivpal Yadav supposedly join hand Congress,Congress
Congress win upcoming Lok Sabha election Sachin Pilot,Congress
Congress ' say opposition prove PM Modis position `` fragile '' outline party strate,Congress
I see PM mayavatiji,Congress
Treat Papu lover This Embarrassing pay fake supporter rally admit,Congress
played spoil sport They wld hv back nd bring form Govt Though Bargaining Advantage,Congress
Mahatma Gandhi picked idea Non Violence `` ISLAM '' What hell Do n't surprised join Isl,Congress
